"FECHA","HORA","CO","CO2","NO","NO2","NOX","O3","PM10","PM25","TMP","RH","WSP","WDR"
"01/01/2021",1,0.5,2,3,30,33,12,42,29,9.7,32,1.9,37
"01/01/2021",2,0.48,3,2,26,28,13,58,43,9,37,2.5,38
"01/01/2021",3,0.6,2,3,32,35,6,59,41,8.2,44,1.5,23
"01/01/2021",4,0.61,2,5,33,38,4,64,46,7.5,49,1.4,26
"01/01/2021",5,0.63,2,5,32,37,4,67,49,6.8,54,1.8,31
"01/01/2021",6,0.67,2,7,29,36,3,52,39,5.3,51,1.4,317
"01/01/2021",7,0.53,1,4,27,31,4,49,37,4.4,51,2.3,318
"01/01/2021",8,0.51,1,5,24,29,7,45,33,4.3,50,2.2,316
"01/01/2021",9,0.6,2,11,21,33,17,56,43,7.9,42,0.8,18
"01/01/2021",10,0.61,2,11,25,36,33,64,49,10.4,38,2.5,34
"01/01/2021",11,0.59,2,8,26,33,52,65,50,13.2,29,2.2,38
"01/01/2021",12,0.31,2,4,18,22,56,41,29,16.4,19,3.3,42
"01/01/2021",13,0.2,2,3,13,16,62,26,12,19.2,13,4.9,42
"01/01/2021",14,0.07,1,1,7,8,62,31,11,21.7,8,5.1,40
"01/01/2021",15,0.08,1,0,4,4,52,16,4,23.1,6,3.7,18
"01/01/2021",17,0.09,1,1,6,7,46,24,1,22.7,8,3.6,342
"01/01/2021",18,0.09,1,1,7,7,43,25,2,20.9,8,4.1,343
"01/01/2021",19,0.17,1,0,11,11,36,24,3,18.4,11,2.9,15
"01/01/2021",20,0.28,1,2,17,19,31,31,12,16.2,20,3.2,41
"01/01/2021",21,0.5,2,2,31,33,22,56,23,14.2,30,3,41
"01/01/2021",22,0.67,2,2,43,44,11,46,20,12.9,32,2.3,38
"01/01/2021",23,0.61,2,2,39,41,13,43,21,12,32,3.4,39
"01/01/2021",24,0.62,2,3,41,44,10,43,26,11.3,32,2.5,41
"02/01/2021",4,0.49,1,4,31,35,6,41,25,6.8,44,2.2,317
"02/01/2021",5,0.45,2,18,32,50,3,47,29,6.8,43,2.8,321
"02/01/2021",6,0.38,1,9,31,41,4,44,26,6.7,41,1.7,332
"02/01/2021",7,0.53,2,26,32,58,2,33,17,5.9,42,1.3,13
"02/01/2021",8,0.96,3,86,34,119,2,41,18,5.8,43,1,329
"02/01/2021",9,0.88,3,73,34,107,7,48,21,8.8,35,1.2,14
"02/01/2021",10,0.72,4,39,39,79,19,56,34,11.9,28,1.1,342
"02/01/2021",11,0.79,6,47,48,95,27,75,40,13.7,25,2.1,348
"02/01/2021",12,0.65,5,26,38,64,37,62,36,16.6,17,1.7,6
"02/01/2021",13,0.46,3,13,29,42,47,49,24,19.5,10,1.4,344
"02/01/2021",14,0.19,2,5,18,23,56,32,18,21,7,2.3,30
"02/01/2021",15,0.17,2,4,16,20,66,32,16,21.8,7,2.4,36
"02/01/2021",16,0.22,2,6,18,24,72,34,13,22.9,8,2.1,33
"02/01/2021",17,0.25,2,3,21,24,75,32,14,23.3,8,2,36
"02/01/2021",18,0.26,2,2,22,24,64,53,12,22,11,4.4,43
"02/01/2021",19,0.43,2,3,32,35,39,75,21,19.3,17,3.6,44
"02/01/2021",20,0.55,2,2,38,40,27,72,23,17.5,20,3.4,43
"02/01/2021",21,0.68,3,9,45,54,16,68,29,16.4,20,1.6,36
"02/01/2021",22,0.98,3,31,54,85,6,65,32,15.2,22,1.1,327
"02/01/2021",23,0.93,19,18,52,70,4,60,29,13.3,28,2.1,319
"02/01/2021",24,0.72,22,11,47,59,8,48,19,12.6,29,1.1,324
"03/01/2021",1,1.05,13,33,48,81,3,57,31,11.2,33,1.1,344
"03/01/2021",2,0.69,10,19,43,62,3,49,30,10.2,36,1.1,319
"03/01/2021",3,0.38,6,1,28,29,12,40,22,9.1,39,2.1,318
"03/01/2021",4,0.4,5,3,32,34,8,39,19,8.6,41,1.3,319
"03/01/2021",5,0.35,3,2,27,28,10,30,15,7.8,44,2,316
"03/01/2021",6,0.39,2,5,29,34,7,27,14,7.2,42,1.7,317
"03/01/2021",7,0.45,2,9,30,39,6,18,8,6.4,40,1.1,317
"03/01/2021",8,1.05,3,72,34,106,2,38,18,6.8,41,0.8,333
"03/01/2021",9,0.87,2,51,32,83,8,36,17,10,33,0.9,320
"03/01/2021",10,0.71,2,30,37,67,23,38,21,13.5,27,1.2,28
"03/01/2021",11,0.77,3,22,43,65,36,51,30,16,23,1.6,31
"03/01/2021",12,0.71,2,18,39,57,47,46,27,18.4,18,2.1,36
"03/01/2021",13,0.38,2,9,27,36,55,33,19,20.5,13,2.3,40
"03/01/2021",14,0.32,2,7,23,30,58,28,16,22.6,11,2.1,30
"03/01/2021",16,0.09,1,2,11,12,56,19,5,24.5,11,2.8,332
"03/01/2021",17,0.06,1,1,8,10,43,22,5,24.5,12,3.8,322
"03/01/2021",18,0.05,1,2,8,11,30,24,16,23.2,13,5.2,319
"03/01/2021",19,0.3,4,4,19,23,32,27,8,21.1,15,2.8,335
"03/01/2021",20,0.4,5,15,41,56,19,46,4,19.4,17,2.9,355
"03/01/2021",21,0.28,4,21,51,72,9,63,19,18,18,2.8,350
"03/01/2021",22,0.42,7,6,42,49,16,63,18,16.5,19,2.1,326
"03/01/2021",23,0.53,3,9,45,54,8,53,19,14.8,23,2.1,318
"03/01/2021",24,0.38,1,5,29,33,8,33,11,12.7,32,2.3,316
"04/01/2021",1,0.26,1,1,22,23,12,33,12,11.5,34,2.2,317
"04/01/2021",2,0.28,1,1,23,24,12,27,12,10.8,36,1.9,322
"04/01/2021",3,0.24,2,1,23,24,12,30,15,9.9,37,1.5,316
"04/01/2021",4,0.33,2,9,29,39,6,33,14,9.4,38,1,328
"04/01/2021",5,0.28,2,11,29,40,5,40,23,8.9,41,1.3,319
"04/01/2021",6,0.34,2,14,30,44,4,31,14,8,43,1.5,318
"04/01/2021",7,0.75,3,64,37,101,2,38,14,7.5,44,1.6,318
"04/01/2021",8,1.54,5,178,47,225,2,60,19,7.5,44,0.8,322
"04/01/2021",9,1.88,7,187,49,236,3,92,30,10.2,38,1.2,318
"04/01/2021",10,1.54,11,121,61,183,8,101,40,12.9,32,1.4,328
"04/01/2021",11,1.01,18,57,60,117,21,122,53,15.5,26,1.3,360
"04/01/2021",12,0.69,9,22,39,61,39,74,32,17.3,21,2.1,348
"04/01/2021",13,0.48,6,13,28,41,52,59,28,18.7,18,1.8,340
"04/01/2021",14,0.38,6,11,26,37,59,51,27,20.1,17,1.6,9
"04/01/2021",15,0.41,5,8,28,37,65,47,19,21.3,15,1.7,11
"04/01/2021",16,0.31,4,6,25,31,72,52,20,21.9,15,2.1,339
"04/01/2021",17,0.43,4,4,21,25,75,42,14,22.2,15,1.3,340
"04/01/2021",18,0.55,4,8,36,44,53,24,1,21.3,16,2.1,337
"06/01/2021",1,0.62,17,13,41,54,4,49,19,13.3,44,1.7,320
"06/01/2021",2,0.42,6,5,35,40,6,44,18,12,49,1.7,316
"06/01/2021",3,0.5,5,9,34,43,4,45,23,11,53,1.6,316
"06/01/2021",4,0.47,4,11,35,46,2,39,17,10.3,55,2.1,316
"06/01/2021",5,0.59,6,26,35,61,2,48,27,10,57,1.1,333
"06/01/2021",6,0.47,4,27,31,59,1,32,15,9.3,60,1.4,318
"06/01/2021",7,0.75,5,61,33,94,2,38,14,8.6,62,1.6,316
"06/01/2021",8,1.19,6,101,35,135,2,52,24,8.5,62,1.8,316
"06/01/2021",9,1.62,8,132,44,176,4,72,28,10.7,55,1.4,321
"06/01/2021",10,2.05,31,171,77,247,8,149,64,13.8,45,1.4,343
"06/01/2021",11,1.03,17,49,62,111,24,98,49,16.6,37,1.9,36
"06/01/2021",12,0.78,6,22,46,68,39,59,24,18.1,32,2.2,37
"06/01/2021",13,0.58,5,13,34,47,48,60,32,19.2,28,2.5,330
"06/01/2021",14,0.48,5,9,34,43,59,56,30,19.7,27,2,332
"06/01/2021",15,0.43,4,5,29,33,69,56,33,20.5,26,1.7,10
"06/01/2021",16,0.33,2,4,19,23,65,42,23,20.7,25,2.2,39
"06/01/2021",17,0.29,2,7,19,26,59,46,29,20.7,25,1.5,20
"06/01/2021",18,0.29,2,8,20,28,41,34,16,21,23,2.7,320
"06/01/2021",19,0.39,1,5,22,27,26,33,12,19.3,26,3.4,316
"06/01/2021",20,0.61,2,18,30,48,14,34,12,17.7,30,1.4,325
"06/01/2021",21,0.51,2,20,29,49,11,40,14,17,31,1.9,326
"06/01/2021",22,0.42,2,17,31,49,5,35,9,16.1,33,2.2,319
"06/01/2021",23,0.38,2,8,21,29,11,35,11,14.9,36,1.5,346
"06/01/2021",24,0.58,2,21,32,53,2,45,14,14,40,1.5,320
"07/01/2021",1,0.39,2,12,30,42,3,29,13,13,41,1.2,346
"07/01/2021",2,0.34,3,8,29,37,2,31,16,12.3,44,0.8,327
"07/01/2021",3,0.23,2,8,24,32,5,33,21,11.6,46,1.7,316
"07/01/2021",4,0.27,2,16,27,43,4,34,17,11.4,48,3,321
"07/01/2021",5,0.1,2,1,16,17,16,23,10,11.3,47,3.3,325
"07/01/2021",6,0.15,16,3,21,24,13,20,8,10.5,49,3.3,325
"07/01/2021",7,0.3,12,9,27,36,10,33,19,9.5,59,3.3,327
"07/01/2021",8,0.37,7,10,27,37,10,42,25,9.2,62,3.3,325
"07/01/2021",9,0.7,14,35,36,71,7,53,24,9.9,61,2.6,326
"07/01/2021",10,0.76,22,40,39,79,11,74,36,11.2,57,2.4,337
"07/01/2021",11,0.73,17,40,39,79,16,66,29,12.7,50,1.9,324
"07/01/2021",12,0.76,17,44,50,94,20,87,43,15.1,42,1.2,1
"07/01/2021",13,0.73,23,31,50,81,28,82,41,16.6,36,1.5,14
"07/01/2021",14,0.61,12,12,39,51,48,68,36,17.6,32,2.4,35
"07/01/2021",15,0.57,7,10,43,54,53,66,38,18.2,32,1.9,34
"07/01/2021",16,0.53,6,7,34,40,67,66,35,18.9,31,2.4,37
"07/01/2021",17,0.58,5,6,35,41,68,73,41,19.2,31,2.5,39
"07/01/2021",18,0.55,4,6,38,44,54,73,27,19.1,32,2.2,42
"07/01/2021",19,0.57,4,16,49,65,21,66,27,18.2,34,3.5,44
"07/01/2021",20,0.59,4,10,47,56,15,81,24,16.6,40,4,333
"07/01/2021",21,0.39,5,7,38,45,18,57,19,15.6,44,4.2,327
"07/01/2021",22,0.4,18,4,33,38,19,51,23,15,43,3.1,323
"07/01/2021",23,0.59,30,8,41,49,9,51,23,14,47,1.9,319
"07/01/2021",24,0.56,27,9,44,53,5,48,17,13.3,49,1.5,318
"08/01/2021",4,0.31,7,8,26,34,8,33,20,10.7,58,1,329
"08/01/2021",5,0.23,5,5,25,30,7,31,17,10,61,1.3,318
"08/01/2021",6,0.33,5,13,28,41,3,41,28,9.3,63,1.8,318
"08/01/2021",7,0.58,6,48,30,78,2,37,21,8.7,63,1.8,317
"08/01/2021",8,1.04,7,91,32,123,2,49,26,8.6,64,1.7,317
"08/01/2021",9,1.24,9,97,38,135,4,73,37,10.7,57,0.8,327
"08/01/2021",10,1.21,11,90,49,139,9,81,36,13.4,48,0.9,347
"08/01/2021",11,0.87,18,56,54,110,19,80,39,16.1,39,1.2,354
"08/01/2021",12,0.48,11,24,38,62,40,71,43,17.2,34,1.7,27
"08/01/2021",13,0.39,4,7,23,30,52,43,23,18.3,30,1.6,354
"08/01/2021",14,0.33,4,5,22,27,63,37,19,19.2,28,1.6,7
"08/01/2021",15,0.55,6,10,35,44,66,60,33,19.7,27,1.6,6
"08/01/2021",16,0.51,5,7,28,35,73,47,23,20.6,24,1.3,354
"08/01/2021",17,0.28,3,1,20,21,71,60,39,20.2,25,2.1,11
"08/01/2021",18,0.39,3,2,25,27,54,46,19,18.7,32,3,27
"08/01/2021",19,0.48,3,3,28,32,48,54,28,16.8,42,3,332
"08/01/2021",20,0.51,3,4,32,36,29,31,23,13.1,63,2.5,318
"08/01/2021",21,0.68,3,6,46,52,15,35,23,13.7,60,3,321
"08/01/2021",22,0.71,3,8,45,52,12,46,29,13.8,58,2.9,322
"08/01/2021",23,0.61,2,5,36,40,12,43,23,13.7,56,2.4,319
"08/01/2021",24,0.54,2,7,33,40,8,41,21,12.9,58,1.9,317
"09/01/2021",1,0.52,3,10,34,44,6,53,29,12.4,57,1.6,318
"09/01/2021",2,0.38,4,6,29,35,5,43,26,11.4,61,2.3,316
"09/01/2021",3,0.32,3,3,27,30,7,43,28,10.8,60,1.9,318
"09/01/2021",4,0.21,3,2,20,21,10,25,12,10.4,61,1.7,317
"09/01/2021",5,0.19,2,2,16,17,12,28,18,9.7,64,2.1,317
"09/01/2021",6,0.28,2,9,20,30,6,18,8,9.2,66,1.5,319
"09/01/2021",7,0.48,2,32,25,57,2,29,16,8.7,68,1.9,317
"09/01/2021",8,0.68,3,57,25,83,2,31,14,8.6,68,1.6,317
"09/01/2021",9,1.4,5,114,34,148,4,53,22,10.5,61,1.6,317
"09/01/2021",10,0.97,6,52,39,91,12,60,30,13.5,49,1.3,321
"09/01/2021",11,0.87,6,40,44,84,16,70,42,14.6,47,1.5,326
"09/01/2021",12,0.67,6,34,44,78,30,72,46,17.1,40,1.5,354
"09/01/2021",13,0.39,2,8,24,32,53,43,28,18.4,34,2.1,15
"09/01/2021",14,0.3,2,4,19,23,66,48,32,19.2,31,2.7,30
"09/01/2021",15,0.31,2,3,19,22,63,44,29,19.6,30,2.5,14
"09/01/2021",16,0.17,1,3,10,13,37,34,15,19.3,29,5,321
"09/01/2021",17,0.16,1,4,11,14,38,25,10,18.7,31,4.9,319
"09/01/2021",18,0.17,1,3,12,15,32,19,5,18.7,34,4.2,330
"09/01/2021",19,0.27,1,2,15,17,25,25,11,17.1,37,2.7,350
"09/01/2021",20,0.42,1,3,21,24,17,22,11,16.2,41,1.6,348
"09/01/2021",21,0.31,2,1,18,19,18,23,12,15.2,45,1.7,3
"09/01/2021",22,0.48,2,3,24,27,11,24,12,14.2,49,1.7,35
"09/01/2021",23,0.37,2,6,24,29,12,23,13,13.9,50,1.4,28
"09/01/2021",24,0.39,2,7,23,30,10,23,14,13.5,51,1.4,356
"10/01/2021",1,0.53,2,8,25,33,8,23,16,13.1,52,1.7,1
"10/01/2021",2,0.34,1,3,16,19,14,13,8,12.6,54,2.1,341
"10/01/2021",3,0.17,1,1,16,17,14,17,11,12.1,56,1.5,331
"10/01/2021",4,0.42,1,4,16,19,14,10,7,12.1,56,1.6,2
"10/01/2021",5,0.56,1,8,25,33,3,24,15,10.6,62,1.3,350
"10/01/2021",6,0.28,1,8,21,28,3,24,18,9.6,65,2.2,318
"10/01/2021",7,0.59,3,38,24,62,2,45,18,10.3,62,0.9,359
"10/01/2021",8,0.65,3,42,24,66,2,28,15,10.3,62,1.6,318
"10/01/2021",9,0.88,2,42,25,67,6,30,14,12.3,56,1.2,35
"10/01/2021",10,0.35,2,13,15,27,23,20,10,15.3,42,2.2,2
"10/01/2021",11,0.16,1,3,7,10,32,17,7,16.2,37,3,354
"10/01/2021",12,0.09,1,2,5,7,35,12,5,17.4,31,4.1,332
"10/01/2021",13,0.06,1,3,6,9,35,23,13,18.2,27,4,325
"10/01/2021",14,0.05,1,2,4,7,36,13,2,19.1,23,4.3,322
"10/01/2021",15,0.04,1,2,6,8,38,10,1,20.1,22,4.2,329
"10/01/2021",16,0.05,1,1,5,7,40,30,18,19.9,22,3,350
"10/01/2021",17,0.06,1,2,6,8,39,21,11,19.8,23,4.4,325
"10/01/2021",19,0.11,1,2,12,14,29,20,10,17.1,28,3.9,321
"10/01/2021",20,0.24,1,3,19,22,20,17,8,16,30,2.4,318
"10/01/2021",21,0.41,1,7,28,35,11,22,11,15.1,34,1.2,6
"10/01/2021",22,0.28,1,3,22,25,12,24,12,14,42,1.9,25
"10/01/2021",23,0.19,1,1,19,20,14,16,7,13.6,43,1.6,5
"10/01/2021",24,0.35,1,4,25,29,6,21,9,12.3,45,1.9,317
"11/01/2021",1,0.43,1,10,27,37,2,30,16,11.7,47,1.8,317
"11/01/2021",2,0.4,1,13,26,39,4,24,11,11.6,47,2.3,323
"11/01/2021",3,0.18,1,0,16,16,14,23,13,11,52,3.4,324
"11/01/2021",4,0.12,10,0,12,12,18,26,18,10.2,60,3.3,325
"11/01/2021",5,0.15,19,1,13,14,16,34,28,9.5,67,3.2,322
"11/01/2021",6,0.3,18,7,24,30,7,36,27,9.3,69,2.2,322
"11/01/2021",7,0.65,20,51,30,81,2,44,29,9,68,1.1,317
"11/01/2021",8,0.85,17,67,29,96,2,43,25,8.6,67,2.1,318
"11/01/2021",9,1.54,18,109,34,143,3,54,26,9.5,65,1.6,324
"11/01/2021",10,1.09,20,79,37,116,7,66,34,11.5,59,2.1,319
"11/01/2021",11,0.87,15,67,43,110,7,62,28,12.8,54,1.3,26
"11/01/2021",12,0.74,9,36,39,75,20,54,31,14.9,47,1.9,29
"11/01/2021",13,0.78,5,26,41,67,31,54,28,16.1,43,3.8,39
"11/01/2021",18,0.05,1,4,11,14,27,47,3,16.6,37,4.9,21
"11/01/2021",19,0.09,1,3,15,17,21,30,12,15.4,41,3.2,10
"11/01/2021",20,0.18,2,5,20,24,17,24,12,15,46,3.3,35
"11/01/2021",21,0.21,2,5,25,29,14,28,15,14.8,48,5,41
"11/01/2021",22,0.16,2,3,23,26,16,26,12,14.4,48,3,26
"11/01/2021",23,0.36,2,6,30,37,8,32,19,13.3,54,1.8,26
"11/01/2021",24,0.37,2,12,34,46,4,22,9,12.9,59,1.7,40
"12/01/2021",1,0.17,2,3,24,27,10,14,5,12.8,58,1.3,32
"12/01/2021",2,0.14,2,5,30,35,4,16,8,12.4,58,0.9,339
"12/01/2021",3,0.15,2,5,28,33,3,25,17,12,59,0.7,357
"12/01/2021",4,0.2,2,12,29,41,2,20,10,11.2,63,0.8,353
"12/01/2021",5,0.25,2,21,29,51,2,34,21,10.7,64,1,352
"12/01/2021",6,0.32,2,30,26,56,1,28,17,9.9,66,1,352
"12/01/2021",7,0.81,3,73,29,102,1,50,24,9.9,67,1.5,14
"12/01/2021",8,1.13,3,106,34,140,1,61,23,10.2,66,1.1,2
"12/01/2021",9,1.22,4,93,36,129,4,58,24,11.9,60,1.7,34
"12/01/2021",10,0.68,2,35,31,66,15,34,15,13.8,51,3.1,40
"12/01/2021",11,0.56,2,27,32,59,26,32,12,15.8,41,3.3,42
"12/01/2021",12,0.19,1,10,16,26,36,23,10,17.6,33,2.4,33
"12/01/2021",13,0.19,1,10,17,27,41,22,11,18.6,31,3,40
"12/01/2021",14,0.09,1,6,12,17,40,23,10,20.4,27,3,9
"15/01/2021",1,0.25,3,12,29,41,2,34,12,15,43,1.3,317
"15/01/2021",2,0.08,19,10,34,44,4,37,10,14.8,36,1.2,325
"15/01/2021",3,0.06,25,8,34,43,2,49,23,14.4,36,0.7,321
"15/01/2021",4,0.13,17,13,31,44,4,44,14,14,40,1.7,322
"15/01/2021",5,0.25,13,37,34,71,2,45,13,13.5,42,1.9,320
"15/01/2021",6,0.37,7,46,29,75,2,54,24,12.3,50,1.8,317
"15/01/2021",7,0.53,6,66,29,95,1,48,18,11.3,52,1.9,319
"15/01/2021",8,0.75,6,89,28,118,2,49,21,11.2,52,1.3,319
"15/01/2021",9,0.99,8,85,32,117,5,49,18,13.6,45,0.7,328
"15/01/2021",10,1.2,14,114,49,163,6,89,36,15.7,38,1.4,358
"15/01/2021",11,0.8,10,45,42,87,18,103,30,15.4,38,3.2,348
"15/01/2021",12,0.33,11,22,29,51,30,70,28,16.9,32,3,340
"15/01/2021",13,0.33,8,20,34,54,33,67,29,18.2,30,2.7,336
"15/01/2021",14,0.33,9,16,37,54,42,71,33,18.8,29,2.1,352
"15/01/2021",15,0.39,10,10,41,51,61,83,46,20.1,28,1.7,8
"15/01/2021",16,0.44,8,7,47,55,68,85,49,20.5,28,2.6,326
"15/01/2021",17,0.63,29,17,65,82,32,90,37,19.8,28,2.9,356
"15/01/2021",18,0.75,22,18,55,73,33,95,51,18.4,36,1.7,355
"15/01/2021",19,0.97,10,9,69,78,16,76,45,17.3,46,1.8,320
"15/01/2021",20,0.72,35,11,51,62,19,71,36,17,37,2.3,320
"15/01/2021",21,0.61,36,17,55,72,10,63,22,16.9,30,3.1,326
"15/01/2021",22,0.29,6,11,40,51,10,80,15,16.2,32,2.8,327
"15/01/2021",23,0.44,4,9,43,52,7,66,17,15.6,32,2.9,317
"15/01/2021",24,0.44,9,11,41,53,7,60,22,14.3,35,1.7,324
"16/01/2021",1,0.42,12,14,44,58,4,53,22,13.2,38,2.6,322
"16/01/2021",2,0.36,18,24,42,66,3,73,32,12.5,40,2.9,324
"16/01/2021",3,0.24,44,5,34,40,7,50,29,11.7,44,2.1,319
"16/01/2021",4,0.12,31,2,26,28,10,43,26,10.7,47,2.1,316
"16/01/2021",5,0.17,23,6,26,32,6,44,28,10.3,49,1.8,317
"16/01/2021",6,0.36,32,33,36,69,2,53,19,10.1,49,2.5,324
"16/01/2021",7,0.56,27,71,38,109,1,56,29,9.6,51,2.5,317
"16/01/2021",8,0.71,29,71,34,105,2,45,23,9.2,53,2.1,316
"16/01/2021",9,1.03,53,89,38,127,4,51,23,10.8,49,1.1,319
"16/01/2021",10,0.87,99,75,48,124,13,88,50,14.2,38,0.9,10
"16/01/2021",11,0.4,68,27,38,66,27,64,34,16.2,34,1.6,27
"16/01/2021",12,0.32,35,25,40,65,34,57,31,18.3,32,1.7,31
"16/01/2021",13,0.17,12,10,23,33,46,41,23,19.6,30,2,25
"16/01/2021",14,0.19,7,7,23,30,61,36,22,20.6,28,1.8,350
"16/01/2021",15,0.19,5,4,21,24,68,37,22,21,27,2,21
"16/01/2021",16,0.24,5,3,26,29,66,36,19,20.7,28,1.6,360
"16/01/2021",17,0.19,4,1,22,23,58,35,18,20,32,2,341
"16/01/2021",18,0.2,3,4,19,22,34,45,22,17.8,38,4.8,316
"16/01/2021",19,0.13,2,7,15,22,24,20,12,16.2,45,1.3,348
"16/01/2021",20,0.45,3,15,32,46,9,24,13,15.8,51,1.3,22
"16/01/2021",21,0.53,3,11,37,48,13,36,25,13.9,65,4.3,41
"16/01/2021",22,0.38,3,11,42,53,14,42,32,13.1,67,2.6,37
"16/01/2021",23,0.5,3,4,42,46,7,37,26,13.3,68,1.1,29
"16/01/2021",24,0.54,2,4,41,44,5,40,29,13.3,69,1.7,33
"17/01/2021",1,0.33,2,2,28,30,9,25,18,13.2,67,2.1,36
"17/01/2021",2,0.23,2,5,26,31,9,22,14,13.2,65,3.7,42
"17/01/2021",3,0.2,2,7,25,32,9,27,19,13.4,62,2.9,42
"17/01/2021",4,0.2,2,3,24,27,8,23,17,13.4,61,1.3,332
"17/01/2021",5,0.28,2,6,29,35,2,30,21,13.2,65,1.2,353
"17/01/2021",6,0.34,2,10,28,39,2,28,18,12.9,66,1.4,15
"17/01/2021",7,0.42,2,15,27,42,1,39,22,12.6,66,1.3,28
"17/01/2021",8,0.39,2,27,26,53,2,21,11,12.6,63,1.5,35
"17/01/2021",9,0.76,2,42,28,71,4,31,13,13.1,62,2.1,33
"17/01/2021",10,0.57,2,23,28,51,17,22,7,15,51,2,37
"17/01/2021",11,0.33,2,14,23,37,25,31,18,16.9,42,2.5,40
"17/01/2021",12,0.21,2,12,21,33,29,16,5,17.7,39,2.7,33
"17/01/2021",13,0.07,2,5,12,17,34,13,7,19,33,1.5,350
"17/01/2021",14,0.05,1,6,8,13,29,9,6,19.3,32,2.1,326
"17/01/2021",15,0.01,2,5,9,15,29,22,9,19.3,33,3.8,327
"17/01/2021",24,0.57,1,29,22,51,1,18,8,11,66,2.1,317
"18/01/2021",1,0.52,2,33,20,52,1,24,10,10.1,70,1.9,317
"18/01/2021",2,0.32,2,21,19,40,1,20,10,9.3,71,2.5,317
"18/01/2021",3,0.31,2,19,19,37,1,12,4,8.8,72,2,316
"18/01/2021",4,0.29,2,19,18,37,1,22,11,8.4,72,2.2,317
"18/01/2021",5,0.13,2,10,17,27,1,13,8,7.9,72,1.5,318
"18/01/2021",6,0.21,2,30,17,47,1,22,15,7.5,72,1.4,317
"18/01/2021",7,0.51,2,58,16,75,1,21,10,7.2,73,1.5,317
"18/01/2021",8,0.99,3,106,21,127,2,26,12,7.2,73,1.3,319
"18/01/2021",9,1.3,4,122,30,151,3,38,15,10.1,64,0.7,324
"18/01/2021",10,1.03,5,73,47,120,11,51,28,12.9,56,1,24
"18/01/2021",11,0.99,6,69,61,130,18,64,42,15,49,1,353
"18/01/2021",12,0.63,5,42,44,87,26,47,28,16.7,39,1.4,10
"18/01/2021",13,0.2,2,11,20,31,44,20,8,18.3,31,2,19
"18/01/2021",14,0.27,3,10,27,37,57,42,28,19.5,29,2.2,36
"18/01/2021",15,0.25,3,8,27,36,68,37,24,20.3,28,2.2,39
"18/01/2021",16,0.23,2,4,25,29,82,38,27,20.8,27,2,15
"18/01/2021",17,0.3,2,2,25,27,84,32,17,20.7,29,2.5,21
"18/01/2021",18,0.28,2,2,27,29,51,54,32,19.1,34,3.2,21
"18/01/2021",19,0.33,2,4,35,39,19,32,12,18,37,2.8,36
"18/01/2021",20,0.53,2,6,44,50,13,38,17,17,45,3.7,40
"18/01/2021",21,0.59,2,8,51,58,6,44,17,16.5,46,1.7,37
"18/01/2021",22,0.84,2,19,55,75,2,44,21,15.9,48,2,40
"18/01/2021",23,1.15,3,51,55,106,2,47,21,15.2,50,2.3,44
"18/01/2021",24,0.98,3,40,55,95,2,50,25,14.6,53,3,41
"19/01/2021",1,0.68,2,31,51,82,2,62,33,13.6,55,1.6,31
"19/01/2021",2,0.53,2,37,42,79,2,36,15,12.6,56,0.7,351
"19/01/2021",3,0.39,2,27,33,60,2,40,28,11.6,59,0.7,344
"19/01/2021",4,0.29,2,16,31,47,2,34,21,10.9,61,1.5,319
"19/01/2021",5,0.17,2,11,27,38,2,22,13,10.2,64,1.4,316
"19/01/2021",6,0.41,2,29,29,58,2,37,19,9.8,66,2,315
"19/01/2021",7,1.03,6,119,33,152,2,56,31,9.7,68,1.6,320
"19/01/2021",8,1.3,15,155,35,190,2,67,31,9.8,67,1.8,317
"19/01/2021",9,1.01,5,93,34,126,4,50,26,11.6,61,1,318
"19/01/2021",10,0.82,6,56,42,97,13,57,35,14.6,50,0.9,346
"19/01/2021",11,0.96,11,61,62,123,20,76,50,16.8,43,1.1,13
"19/01/2021",12,0.46,7,24,46,70,42,52,28,18.7,37,1.9,28
"19/01/2021",13,0.36,4,10,38,48,62,47,27,20.3,30,1.9,27
"19/01/2021",14,0.28,3,8,27,35,66,42,26,21.4,26,2,30
"19/01/2021",15,0.14,2,6,18,24,64,34,22,22.5,24,2.5,33
"19/01/2021",16,0.06,2,3,14,17,65,10,2,23.1,23,1.6,8
"19/01/2021",17,0.19,3,5,22,27,70,24,8,23.5,23,1.2,345
"19/01/2021",18,0.34,3,13,32,45,58,29,6,22.9,24,1.3,358
"19/01/2021",19,0.38,2,13,34,47,35,79,8,20.9,33,3.8,32
"19/01/2021",20,0.37,3,7,34,42,28,85,18,19,37,3.5,350
"19/01/2021",21,0.24,6,5,33,38,25,90,30,17.2,40,4.4,331
"19/01/2021",22,0.14,2,2,24,27,33,46,16,16.1,42,5,321
"19/01/2021",23,0.01,2,1,16,17,37,24,5,15.5,43,4.5,323
"19/01/2021",24,0.05,9,1,18,19,31,27,12,14.7,46,4.2,320
"20/01/2021",7,0.15,10,7,28,35,10,38,27,9.4,72,3.3,326
"20/01/2021",8,0.35,8,16,32,48,6,50,34,9.4,73,3.1,328
"20/01/2021",9,0.41,14,26,30,56,12,43,26,10,71,3.5,323
"20/01/2021",10,0.57,35,46,32,78,13,83,52,11.4,66,3.1,347
"20/01/2021",11,0.53,28,39,35,74,17,75,43,13.4,56,3.1,320
