"FECHA","HORA","CO","CO2","NO","NO2","NOX","O3","PM10","PM25","TMP","RH","WSP","WDR"
"23/07/2021",11,0.6,33,31,35,67,27,100,52,17.3,56,2.3,337
"23/07/2021",12,0.65,22,18,34,52,45,92,51,19.1,50,1.7,8
"23/07/2021",13,0.48,13,7,27,34,70,99,59,20.6,43,2,356
"23/07/2021",14,0.5,9,6,24,31,85,81,46,22,39,2.1,13
"23/07/2021",15,0.34,6,4,20,24,100,72,42,22.9,35,2.3,26
"23/07/2021",16,0.4,5,5,19,25,86,69,34,23,35,2.7,13
"23/07/2021",17,0.54,3,10,19,29,65,77,35,23.1,35,3,14
"23/07/2021",18,0.33,3,8,22,30,64,59,15,23.3,34,2.8,3
"23/07/2021",19,0.32,2,8,21,29,34,68,18,20.2,52,4.4,360
"23/07/2021",20,0.44,6,7,29,36,14,43,14,17.6,66,3.4,326
"23/07/2021",21,0.4,3,8,32,40,13,35,13,17.3,67,4.6,319
"23/07/2021",22,0.27,2,5,22,26,21,29,15,16.3,67,4.1,316
"23/07/2021",23,0.23,2,2,21,23,19,39,18,16,67,2.6,316
"23/07/2021",24,0.24,2,3,22,25,14,43,16,16,67,2.1,322
"24/07/2021",1,0.21,2,2,19,21,17,35,13,15.4,69,1.7,324
"24/07/2021",2,0.21,2,3,22,25,11,40,16,14.6,72,2,322
"24/07/2021",3,0.14,3,3,18,21,8,42,17,14,73,1.9,321
"24/07/2021",4,0.14,3,2,14,16,12,49,23,13.4,73,1.4,325
"24/07/2021",5,0.23,3,8,20,28,4,48,21,13,75,2,316
"24/07/2021",6,0.44,4,35,22,58,1,50,18,12.7,77,1.2,322
"24/07/2021",7,0.54,6,47,26,73,4,58,20,12.9,73,1.7,320
"24/07/2021",8,0.79,7,59,23,82,4,68,27,13.4,71,2.1,318
"24/07/2021",9,0.56,14,36,22,58,11,79,35,14.9,67,1.9,318
"24/07/2021",10,0.54,17,30,26,55,17,100,49,16.8,58,1.8,320
"24/07/2021",11,0.34,22,16,18,34,34,90,45,18.7,49,1.9,330
"24/07/2021",12,0.27,13,9,18,27,45,80,33,20.4,38,3.1,326
"24/07/2021",13,0.36,10,9,21,30,58,90,38,21.8,34,2.5,345
"24/07/2021",14,0.34,9,8,21,29,66,79,30,23,29,2.6,8
"24/07/2021",15,0.32,8,8,20,28,72,93,51,24.2,25,2.1,25
"24/07/2021",16,0.26,7,4,16,20,80,77,39,24.7,25,2.2,6
"24/07/2021",17,0.19,13,4,16,21,85,78,36,25,26,2.8,341
"24/07/2021",18,0.2,17,3,17,20,83,76,31,24.8,27,3.5,337
"24/07/2021",19,0.16,9,2,17,19,65,68,23,23.6,31,3.8,348
"24/07/2021",20,0.43,2,3,22,26,53,65,30,20.1,36,5.9,42
"24/07/2021",21,0.24,2,1,16,17,50,23,9,16.6,54,2.9,15
"24/07/2021",22,0.28,3,2,26,29,39,27,15,16,62,2,337
"24/07/2021",23,0.36,7,2,34,36,29,45,22,16.6,58,1.1,353
"24/07/2021",24,0.49,5,3,37,40,23,47,30,16.1,61,1,331
"25/07/2021",4,0.18,1,2,19,22,18,21,13,13.7,65,1.6,316
"25/07/2021",5,0.21,1,2,21,22,14,10,3,13.2,67,1.7,318
"25/07/2021",6,0.31,2,6,25,31,9,25,15,12.7,68,1.8,318
"25/07/2021",7,0.48,2,18,29,47,5,29,15,12.6,68,1.3,317
"25/07/2021",8,0.71,3,36,30,65,9,41,18,14.4,62,1,323
"25/07/2021",9,0.89,11,45,42,87,16,70,38,17.1,52,0.7,348
"25/07/2021",10,0.83,10,42,50,92,24,88,46,18.7,46,1.3,12
"25/07/2021",11,0.54,6,19,35,54,44,63,31,20.1,41,1.8,3
"25/07/2021",12,0.39,4,8,24,32,66,57,29,21.6,38,2.6,356
"25/07/2021",13,0.27,3,6,13,19,62,40,19,22.7,33,3,8
"25/07/2021",14,0.2,3,5,10,14,61,34,19,23.6,30,3,11
"25/07/2021",15,0.17,2,5,10,15,57,21,8,24.7,25,3.1,358
"25/07/2021",16,0.08,3,3,9,12,61,33,11,24.9,26,4,354
"25/07/2021",17,0.11,3,5,10,15,46,31,6,23.3,26,5.9,343
"25/07/2021",18,0.19,2,6,16,22,40,28,16,22.7,29,3,22
"25/07/2021",19,0.13,2,3,13,16,37,21,6,19.1,48,3.7,31
"25/07/2021",20,0.14,2,1,14,14,39,13,5,17.1,56,2.6,30
"25/07/2021",22,0.19,2,1,18,19,25,19,13,16.6,61,2.8,317
"25/07/2021",23,0.22,2,2,20,21,19,21,12,16.4,63,1.8,342
"25/07/2021",24,0.14,3,1,19,20,19,28,12,15.8,63,2.3,342
"26/07/2021",1,0.08,3,1,19,21,20,30,12,15.8,61,2.1,335
"26/07/2021",2,0.03,2,1,15,16,20,28,15,15.3,61,2.1,327
"26/07/2021",3,0.06,1,1,16,17,12,23,12,14.5,68,2.6,316
"26/07/2021",4,0.09,1,3,19,22,8,19,11,13.9,70,1.4,323
"26/07/2021",5,0.13,1,8,21,29,6,19,13,13.3,69,1.1,323
"26/07/2021",6,0.53,2,55,25,80,2,31,13,13.1,70,1,330
"26/07/2021",7,0.89,2,87,26,112,2,33,8,12.9,72,1.5,317
"26/07/2021",8,1.16,6,96,33,129,4,77,26,14.1,66,2.1,350
"26/07/2021",9,1.1,15,71,34,105,9,86,37,15.9,60,1.6,339
"26/07/2021",10,0.71,14,55,38,92,16,84,36,17.5,53,1.4,356
"26/07/2021",11,0.48,9,24,31,56,33,61,29,19.2,45,1.5,12
"26/07/2021",12,0.46,5,11,28,39,60,49,27,20.9,40,1.5,354
"26/07/2021",13,0.41,5,8,30,38,78,58,34,22.6,34,1.8,9
"26/07/2021",14,0.41,3,6,22,28,87,47,24,23.3,35,2.4,359
"26/07/2021",15,0.27,4,4,16,20,77,44,19,24,32,3.5,352
"26/07/2021",16,0.14,2,5,13,18,65,41,15,24.6,27,3.8,11
"26/07/2021",17,0.3,2,2,24,27,47,21,4,20.2,43,3.1,360
"26/07/2021",18,0.49,2,7,31,38,35,23,14,16.7,59,2.2,4
"26/07/2021",19,0.3,2,5,26,30,34,9,4,16.9,56,3.4,321
"26/07/2021",20,0.45,2,13,32,45,27,12,7,15.6,67,1.7,338
"26/07/2021",21,0.2,1,2,20,22,31,12,9,14.1,78,3.6,317
"26/07/2021",22,0.31,2,3,26,29,25,13,8,14.3,75,1.2,346
"26/07/2021",23,0.27,6,2,28,30,18,15,7,14.4,73,1.3,331
"26/07/2021",24,0.17,2,1,24,26,18,11,5,14.2,75,1.7,317
"27/07/2021",1,0.19,1,1,23,24,16,15,6,13.9,76,0.6,357
"27/07/2021",2,0.14,1,2,21,23,14,12,5,13.5,77,1.5,319
"27/07/2021",3,0.01,1,0,13,13,21,14,10,13,75,1.8,317
"27/07/2021",4,0.08,1,2,17,19,15,16,8,12.7,76,1.6,317
"27/07/2021",5,0.25,1,12,25,37,3,20,11,12.4,79,1.5,316
"27/07/2021",6,0.75,2,61,30,91,2,32,13,12.2,79,1.2,317
"27/07/2021",7,1.05,3,96,29,124,2,32,10,12,78,1.3,319
"27/07/2021",8,0.99,2,69,31,100,6,35,15,13.4,72,1,319
"27/07/2021",9,0.92,36,53,39,92,11,62,33,15.2,65,1.1,3
"27/07/2021",10,1.36,113,58,48,106,18,123,75,16.5,62,1.3,10
"27/07/2021",11,0.91,54,35,43,78,29,97,58,18.8,51,1.5,331
"27/07/2021",12,0.66,24,17,36,53,50,74,46,20.1,42,1.9,341
"27/07/2021",13,0.45,17,8,27,35,68,64,41,21.6,37,2.1,7
"27/07/2021",14,0.33,8,5,18,23,76,45,25,22.9,31,2.2,353
"27/07/2021",15,0.22,5,8,19,27,73,59,30,23.6,31,3.2,352
"27/07/2021",16,0.32,28,6,19,25,75,75,35,23.2,36,5,349
"27/07/2021",17,0.18,4,6,14,20,59,52,17,23.2,35,4.7,343
"27/07/2021",18,0.2,3,7,18,24,45,35,9,23.2,32,4.2,338
"27/07/2021",19,0.29,3,6,24,30,36,38,15,22.2,36,3.1,20
"27/07/2021",20,0.27,3,6,25,31,24,26,4,20,47,1.8,338
"27/07/2021",22,0.05,3,2,14,15,28,35,11,18.2,52,3.9,344
"27/07/2021",23,0.07,5,4,26,30,16,45,18,17.3,56,4.2,331
"27/07/2021",24,0.04,3,1,22,23,19,24,10,16.5,60,3.8,335
"28/07/2021",1,0,2,1,12,13,25,19,8,15.9,64,3.7,322
"28/07/2021",2,0,2,0,8,8,27,15,7,15.4,67,3.9,324
"28/07/2021",3,0,2,0,12,12,21,14,6,15.1,70,3.1,325
"28/07/2021",4,0,4,0,10,10,19,24,18,14.7,73,3.1,321
"28/07/2021",5,0.08,5,3,14,16,15,28,19,14.6,73,3.3,322
"28/07/2021",6,0.28,6,10,28,38,6,43,28,14.7,74,3.3,329
"28/07/2021",7,0.55,6,27,35,61,3,64,33,14.6,74,2,347
"28/07/2021",8,0.64,5,37,32,69,4,62,32,14.8,73,2.3,322
"28/07/2021",9,0.42,5,21,25,47,11,47,27,15.4,68,2.1,321
"28/07/2021",10,0.46,5,22,21,43,24,47,28,17.4,57,1.4,339
"28/07/2021",11,0.5,5,18,30,48,31,59,35,19.1,50,1.3,337
"28/07/2021",12,0.42,5,15,37,52,44,66,40,20.6,46,1.2,0
"28/07/2021",13,0.51,3,8,28,36,74,75,43,22,41,2.4,350
"28/07/2021",14,0.44,3,6,24,30,81,62,37,22.7,35,2.1,10
"28/07/2021",15,0.31,2,5,19,23,82,48,25,23.4,31,1.6,29
"28/07/2021",16,0.4,3,9,23,33,50,72,22,22.4,39,4.6,354
"28/07/2021",17,0.26,2,9,19,28,36,54,15,21.2,44,6.1,352
"28/07/2021",18,0.27,2,10,20,30,30,43,20,21.1,42,3.3,359
"28/07/2021",19,0.31,2,8,20,28,29,44,20,20.5,47,2.6,359
"28/07/2021",20,0.36,4,7,28,34,20,40,17,18.8,56,2.9,342
"28/07/2021",21,0.41,7,9,34,43,10,38,12,18.5,57,2.7,335
"28/07/2021",22,0.17,5,3,20,23,20,39,16,17.9,59,4.2,340
"28/07/2021",23,0.11,5,2,16,17,21,41,19,17.1,62,3.8,342
"28/07/2021",24,0.07,5,1,16,16,21,27,13,16.7,64,3.9,335
"29/07/2021",1,0.03,3,1,12,13,23,25,13,16.5,66,3.6,347
"29/07/2021",2,0.05,3,0,12,13,22,26,15,15.6,71,3.2,342
"29/07/2021",3,0.06,5,0,13,13,21,31,19,15.7,69,2.3,342
"29/07/2021",4,0.08,5,1,13,13,21,33,18,15.7,68,3,341
"29/07/2021",5,0.13,2,3,20,22,13,15,5,15.3,68,3.5,327
"29/07/2021",6,0.28,2,17,31,47,4,20,7,14.9,67,3.5,328
"29/07/2021",7,0.5,3,25,30,55,4,42,17,14.4,68,2.8,340
"29/07/2021",8,0.49,2,23,26,48,11,38,12,14.9,65,3.4,347
"29/07/2021",9,0.53,4,34,22,56,11,33,9,15.7,61,3.2,337
"29/07/2021",10,0.43,9,26,20,46,23,39,14,17.5,52,2.7,328
"29/07/2021",11,0.29,10,11,17,28,35,33,17,18.7,49,2.3,326
"29/07/2021",12,0.31,6,10,20,30,46,43,25,19.9,45,2.3,334
"29/07/2021",13,0.33,4,8,18,26,62,39,19,21.8,39,2,352
"29/07/2021",14,0.18,2,5,13,18,66,31,11,22.9,35,2,344
"29/07/2021",15,0.13,2,6,10,17,58,31,11,24.1,30,2.8,351
"29/07/2021",16,0.12,2,5,11,16,54,35,13,24.3,30,3.5,347
"29/07/2021",17,0.18,2,7,17,24,46,41,8,24,33,4.2,341
"29/07/2021",18,0.17,2,6,14,20,35,44,12,23.3,38,6,328
"29/07/2021",19,0.22,2,6,20,26,23,42,9,19.6,56,4.9,343
"29/07/2021",20,0.3,4,6,26,32,15,41,7,19.2,56,4.3,336
"29/07/2021",21,0.16,4,4,20,24,16,40,12,18.3,56,4.6,339
"29/07/2021",22,0.14,5,2,16,19,20,33,7,17.6,58,4.6,343
"29/07/2021",23,0.1,4,3,15,17,18,37,17,17.1,63,4.4,345
"29/07/2021",24,0,3,2,13,15,18,23,11,16,72,3.3,341
"30/07/2021",1,0,3,1,12,13,17,21,13,15.2,77,3.8,344
"30/07/2021",2,0,8,1,13,14,18,25,14,14.7,77,3.7,339
"30/07/2021",3,0,7,1,13,14,18,17,9,14.6,71,3.8,349
"30/07/2021",4,0,3,1,13,14,17,9,5,14.6,69,3.6,336
"31/07/2021",4,0.1,0,6,17,23,4,25,9,13.5,75,3,325
"31/07/2021",5,0.27,1,28,20,48,2,42,16,13.2,75,2.7,334
"31/07/2021",6,0.32,4,25,18,43,2,47,20,13,74,2.2,347
"31/07/2021",7,0.41,7,32,22,54,3,53,22,13.1,70,2.5,333
"31/07/2021",8,0.53,4,62,19,82,4,56,16,13.7,64,2.7,318
"31/07/2021",9,0.35,5,22,14,36,14,56,32,15.7,58,2,323
"31/07/2021",10,0.5,5,32,19,50,16,64,29,17.5,52,1.3,342
"31/07/2021",11,0.41,6,20,22,42,22,68,37,18.1,53,1.5,5
"31/07/2021",12,0.52,5,21,32,52,36,71,40,19.5,46,2.1,32
"31/07/2021",13,0.69,3,12,30,42,63,99,63,21.2,41,1.7,356
"31/07/2021",14,0.57,6,11,32,43,75,92,53,22.3,38,2.1,9
"31/07/2021",15,0.4,6,4,20,24,89,74,46,23.3,34,1.6,11
"31/07/2021",17,0.49,2,10,25,34,34,61,23,20,51,5.5,31
"31/07/2021",18,0.31,1,8,25,34,25,30,19,16.6,69,2.6,36
"31/07/2021",19,0.38,1,3,28,31,28,35,25,15.6,76,2.3,341
"31/07/2021",20,0.56,1,3,34,37,25,40,28,15.6,75,2,34
"31/07/2021",21,0.55,1,9,42,51,19,43,32,15.2,75,0.7,14
"31/07/2021",22,0.64,1,5,39,44,14,43,31,15.2,75,1.3,319
"31/07/2021",23,0.54,1,7,30,37,10,34,25,14.9,75,1,347
"31/07/2021",24,0.79,1,12,36,48,2,40,26,14.5,77,1.5,14
"01/08/2021",1,0.45,1,8,27,35,5,35,21,14.2,77,1.6,319
"01/08/2021",2,0.22,6,2,17,19,10,23,13,14.5,74,2,319
"01/08/2021",3,0.14,9,1,12,13,12,31,17,14.2,74,1.6,318
"01/08/2021",4,0.25,5,3,17,21,5,30,15,13.9,77,1.3,321
"01/08/2021",5,0.32,6,6,19,26,4,38,24,13.6,78,1.7,325
"01/08/2021",6,0.38,8,13,19,32,3,34,22,13.5,77,1.4,316
"01/08/2021",7,0.6,8,24,17,41,2,41,27,13,79,1.6,326
"01/08/2021",8,0.65,9,27,20,47,6,42,21,13.8,76,0.6,331
"01/08/2021",9,0.65,12,24,25,49,11,64,37,15,71,0.8,347
"01/08/2021",10,0.61,6,15,28,43,28,76,59,16.6,64,1.2,24
"01/08/2021",11,0.5,6,15,29,44,45,69,54,19.1,52,1.2,345
"01/08/2021",12,0.24,5,6,15,21,58,39,29,20.7,42,1.5,352
"01/08/2021",13,0.3,4,5,16,22,63,32,19,22.4,37,2.1,331
"01/08/2021",14,0.4,4,5,18,23,76,41,27,23.3,34,2,6
"01/08/2021",15,0.26,2,2,13,15,77,34,21,23.9,33,2.1,25
"01/08/2021",16,0.33,3,3,18,21,57,28,16,21.4,44,2.9,4
"01/08/2021",17,0.45,3,12,28,40,36,19,13,15.3,75,3.6,17
"01/08/2021",18,0.37,2,4,25,30,30,11,3,15,75,3.5,318
"01/08/2021",19,0.38,1,5,19,24,36,13,10,15,74,2.6,320
"01/08/2021",20,0.44,1,5,28,33,26,9,6,15.2,75,1.1,326
"01/08/2021",21,0.79,1,20,40,60,11,30,14,15.5,75,0.8,16
"01/08/2021",22,0.84,2,18,47,65,4,26,13,15.4,75,0.8,16
"01/08/2021",23,0.67,1,11,36,47,5,24,12,15,76,1.2,324
"01/08/2021",24,0.32,1,2,25,27,12,22,12,14.6,74,1.6,316
"02/08/2021",1,0.42,1,2,27,29,8,22,18,14.6,75,0.8,21
"02/08/2021",2,0.58,3,10,37,48,4,35,27,15.1,76,2.5,38
"02/08/2021",3,0.65,2,5,28,33,4,19,13,14.6,77,1.9,320
"02/08/2021",4,0.4,2,3,25,28,5,24,17,14.2,77,2.1,317
"02/08/2021",5,0.59,2,20,28,48,3,33,20,14,78,1.3,324
"02/08/2021",6,0.9,2,67,29,96,2,39,18,13.6,80,1.1,322
"02/08/2021",7,1.12,2,86,25,112,2,54,26,13.1,80,1.3,319
"02/08/2021",8,1.51,3,106,30,135,4,68,32,14.5,75,0.5,353
"02/08/2021",9,1.22,6,74,42,116,8,84,46,16.3,66,1.3,325
"02/08/2021",10,0.98,7,47,42,88,19,69,42,18.1,57,1,8
"02/08/2021",11,0.47,5,21,31,52,34,43,29,19.3,48,1.8,36
"02/08/2021",12,0.43,4,16,29,46,47,34,21,21.1,42,1.6,18
"02/08/2021",13,0.4,2,8,16,24,65,33,19,22.2,39,2.1,14
"02/08/2021",14,0.48,3,10,25,34,66,36,23,23.4,36,1.6,18
"02/08/2021",15,0.33,2,5,19,24,81,44,25,23.8,35,1.9,358
"02/08/2021",16,0.38,2,4,21,25,89,46,30,24.1,34,1.9,29
"02/08/2021",17,0.47,5,3,28,31,90,46,31,23.6,35,2.6,347
"02/08/2021",18,0.34,2,9,23,32,33,57,19,20.3,52,4.8,349
"02/08/2021",19,0.37,2,11,27,38,11,33,16,17.5,70,3.9,326
"02/08/2021",20,0.25,1,6,20,26,19,13,4,16.9,67,5.2,320
"02/08/2021",21,0.16,1,4,15,19,23,17,12,16.5,67,4.6,320
"03/08/2021",1,0.12,1,0,13,13,23,10,6,14.5,79,0.9,9
"03/08/2021",2,0.18,1,0,16,16,20,12,8,14.5,79,0.6,339
"03/08/2021",3,0.14,1,2,26,29,8,16,11,14.5,80,0.8,11
"03/08/2021",4,0.26,1,5,29,35,4,19,13,14.7,80,1.3,16
"03/08/2021",5,0.29,1,3,26,30,8,18,13,14.6,80,1.4,9
"03/08/2021",6,0.46,1,21,30,52,3,22,14,14.4,80,0.8,328
"03/08/2021",7,0.69,2,43,29,72,2,21,7,14.3,80,1.4,319
"03/08/2021",8,0.89,2,56,28,83,4,32,16,14.8,78,1.8,320
"03/08/2021",9,0.82,2,43,31,74,6,36,18,15.6,73,1.1,325
"03/08/2021",10,0.62,2,31,32,63,13,45,26,16.8,66,1.2,23
"03/08/2021",11,0.56,1,22,31,53,28,46,28,18.2,58,1.5,18
"03/08/2021",12,0.69,3,24,45,69,33,58,39,20,51,1.1,343
"03/08/2021",13,0.84,3,22,54,77,46,75,50,21,47,1.3,16
"03/08/2021",14,0.43,2,3,25,28,87,53,34,21.8,42,1.8,15
"03/08/2021",15,0.34,2,3,19,22,76,29,17,22.3,38,1.4,9
"03/08/2021",16,0.57,2,4,39,42,67,52,32,21.6,44,2.4,348
"03/08/2021",17,0.45,3,16,32,48,27,43,20,19.6,49,3.7,40
"03/08/2021",18,0.43,4,14,25,40,15,39,19,17.5,63,3.7,347
"03/08/2021",19,0.25,2,8,22,31,16,20,8,15.9,72,5.1,322
"03/08/2021",20,0.2,1,3,19,22,22,10,4,15.5,71,3,328
"03/08/2021",21,0.41,2,16,39,55,4,13,7,14.6,79,2.5,328
"03/08/2021",22,0.27,2,4,25,29,14,8,5,14.5,81,1.7,323
"03/08/2021",23,0.27,3,5,30,34,8,15,9,14.5,80,0.6,338
"03/08/2021",24,0.41,3,21,37,58,2,22,12,14.7,81,1.2,329
"04/08/2021",1,0.39,2,28,37,65,1,24,12,14.8,81,2.1,319
"04/08/2021",2,0.29,2,9,33,42,3,16,11,14.7,81,2.8,322
"04/08/2021",3,0.16,1,2,25,27,7,19,12,14.6,81,2.2,323
"04/08/2021",4,0.07,1,1,13,14,14,16,11,14.5,79,2,323
"04/08/2021",5,0.23,1,6,18,25,9,20,13,14.8,77,1.4,323
"04/08/2021",6,0.41,2,22,23,45,3,24,13,14.7,78,0.9,332
"04/08/2021",7,0.82,2,51,25,75,2,35,18,14.6,78,0.7,339
"04/08/2021",8,0.86,3,71,27,98,2,39,18,15.1,77,1.4,319
"04/08/2021",9,0.93,3,58,30,88,4,58,32,15.4,76,1.7,323
"04/08/2021",10,0.98,5,65,35,100,7,75,40,16.7,70,0.9,344
"04/08/2021",11,0.78,4,45,41,86,16,72,44,18.4,60,1.2,30
"04/08/2021",12,0.38,2,10,24,34,51,51,37,20.1,49,1.5,23
"04/08/2021",13,0.52,2,10,36,46,58,55,39,21.3,46,1.6,342
"04/08/2021",14,0.58,2,10,30,41,77,66,46,22.2,43,1.6,17
"04/08/2021",15,0.4,2,4,23,27,87,56,38,23.1,40,2.1,336
"04/08/2021",16,0.58,2,9,24,33,77,58,33,23.1,41,2.4,17
"04/08/2021",17,0.36,1,8,22,30,39,35,13,19.7,50,2.7,352
"04/08/2021",18,0.39,1,11,29,40,16,30,14,17.7,63,5,323
"04/08/2021",19,0.32,1,9,26,35,13,24,8,17.5,64,4.3,326
"04/08/2021",20,0.43,1,9,26,35,10,26,13,17.5,67,4,321
"04/08/2021",21,0.25,2,11,25,36,6,33,10,17.5,66,3.4,344
"04/08/2021",22,0.16,2,5,20,25,11,29,9,17.1,66,3.7,343
"04/08/2021",23,0.11,3,2,13,15,15,31,13,16.6,69,3.1,344
"04/08/2021",24,0.12,3,5,22,27,7,27,15,16.6,69,2.2,330
"05/08/2021",1,0.1,2,5,25,30,4,24,12,16.5,70,2.1,325
"05/08/2021",2,0.11,1,7,24,31,5,29,14,16.1,72,2.2,339
"05/08/2021",3,0.09,2,2,17,19,12,26,13,15.6,73,2.5,343
"05/08/2021",4,0.14,1,6,22,27,6,23,10,15.3,76,1.9,346
"05/08/2021",5,0.22,2,12,22,34,3,38,23,15.4,76,1.6,343
"05/08/2021",6,0.4,2,29,24,53,2,43,23,15.4,77,1.4,336
"05/08/2021",7,0.59,3,42,26,67,2,45,22,15.5,77,1.3,332
"05/08/2021",8,0.84,2,62,25,87,2,31,20,15.1,82,1.9,329
"05/08/2021",9,0.62,2,48,27,75,7,25,20,15.4,79,3,321
"05/08/2021",10,0.52,2,30,24,52,13,33,18,16.5,71,2.7,319
"05/08/2021",11,0.58,2,30,31,61,19,57,37,18.4,62,1.5,326
"05/08/2021",12,0.64,2,16,34,51,41,57,37,20.1,52,1.3,347
"05/08/2021",13,0.39,2,7,25,32,68,54,38,21.9,44,1.6,8
"05/08/2021",14,0.36,2,4,23,27,84,43,31,22.7,38,1.9,19
"05/08/2021",15,0.36,2,4,22,26,88,39,26,23.9,33,2.7,35
"05/08/2021",16,0.36,2,6,19,26,76,26,15,24.4,31,2.3,28
"05/08/2021",17,0.4,1,8,23,31,63,31,13,24.3,33,2.5,17
"05/08/2021",18,0.37,1,10,16,26,48,37,8,23.5,36,3.6,5
"05/08/2021",19,0.19,1,16,26,42,17,44,13,21.3,51,5.5,354
"05/08/2021",20,0.17,1,14,21,35,13,48,16,19.8,56,4.9,353
"05/08/2021",21,0.19,4,5,20,25,14,56,16,18.6,61,4.3,340
"05/08/2021",22,0.22,4,6,23,28,11,43,17,17.7,65,3.8,333
"05/08/2021",23,0.09,2,2,20,22,12,21,9,17.3,66,4.1,325
"05/08/2021",24,0.05,1,1,18,19,14,26,12,17.1,66,3.5,325
"06/08/2021",4,0.06,1,1,14,15,17,13,7,15.3,75,3.4,324
"06/08/2021",5,0.11,1,3,18,21,11,17,10,15,76,2.9,319
"06/08/2021",6,0.23,1,11,23,34,7,24,10,15,74,3.2,322
"06/08/2021",7,0.38,1,20,27,47,5,32,12,14.8,73,3,325
"06/08/2021",8,0.57,2,35,26,61,7,42,17,15.6,69,2.6,325
"06/08/2021",10,0.43,2,15,16,31,28,37,20,18.1,58,2.4,337
"06/08/2021",11,0.38,2,15,26,41,33,51,23,19.4,52,2.9,339
"06/08/2021",12,0.41,2,10,19,28,48,52,27,20,50,2.2,15
"06/08/2021",13,0.47,2,8,19,28,61,54,29,21.4,46,2.3,2
"06/08/2021",14,0.5,2,8,20,27,64,59,29,22,44,2.7,15
"06/08/2021",15,0.43,2,7,19,25,65,64,33,22.6,41,2.3,12
"06/08/2021",16,0.32,2,5,21,26,55,37,22,21.8,41,3.7,333
"06/08/2021",17,0.3,1,4,18,22,69,40,21,22.8,41,3.8,334
"06/08/2021",18,0.46,2,8,27,35,23,52,25,18.8,58,3.6,341
"06/08/2021",19,0.38,1,7,23,31,22,19,11,17.8,65,4.2,323
"06/08/2021",20,0.39,2,7,25,33,12,25,11,17.7,66,4.6,332
"06/08/2021",21,0.31,2,10,24,34,7,36,13,17,66,4.1,331
"06/08/2021",22,0.23,4,8,23,30,9,35,16,16.7,65,3.9,338
"06/08/2021",23,0.14,4,4,22,26,10,36,13,16.7,65,3.2,345
"06/08/2021",24,0.11,5,2,17,19,11,32,18,16.3,68,4,320
"07/08/2021",1,0.21,16,4,19,23,6,24,16,15.4,72,4,318
"07/08/2021",2,0.13,24,2,19,21,7,23,15,15.1,72,3.5,321
"07/08/2021",3,0.13,29,2,19,21,7,29,21,15.1,71,3.4,322
"07/08/2021",4,0.06,11,2,13,16,11,21,13,14.6,74,3,320
"07/08/2021",5,0.13,10,5,17,21,8,31,18,14.4,74,3,322
"07/08/2021",6,0.39,12,18,23,41,4,32,21,14.2,75,2,322
"07/08/2021",7,0.52,12,34,24,57,3,41,21,14.5,75,2.4,321
"07/08/2021",8,0.65,8,46,28,74,2,57,28,14.8,74,2.6,325
"07/08/2021",9,0.56,8,29,23,52,7,70,43,15.3,72,2.8,321
"07/08/2021",10,0.5,7,23,19,42,16,58,37,16.9,63,2,331
"07/08/2021",11,0.38,4,14,21,35,31,60,44,19.1,53,1.5,329
"07/08/2021",12,0.37,3,7,21,29,50,54,36,20.2,47,1.6,335
"07/08/2021",13,0.48,3,9,27,35,61,63,41,21.3,43,1.9,358
"07/08/2021",14,0.38,2,6,22,29,81,64,40,22.6,38,2.6,347
"07/08/2021",15,0.38,2,6,18,23,76,60,34,23.3,36,2.6,18
"07/08/2021",16,0.26,2,5,14,18,67,43,15,24,34,2.7,8
"07/08/2021",17,0.51,2,7,23,30,56,40,16,23,39,3.1,15
"07/08/2021",18,0.32,2,3,25,28,46,36,25,20,56,2.4,331
"07/08/2021",19,0.22,2,4,23,27,30,15,9,17,63,3.6,322
"07/08/2021",20,0.35,1,4,25,29,21,29,17,17.3,70,3.6,325
"07/08/2021",21,0.3,1,4,22,26,16,19,8,17.1,71,3.9,322
"07/08/2021",22,0.29,1,4,21,24,14,19,11,16.5,74,3.3,320
"07/08/2021",23,0.27,1,3,20,24,12,26,15,16.5,72,3.1,324
"07/08/2021",24,0.14,2,2,19,21,11,31,18,16.2,70,3.3,325
"08/08/2021",1,0.11,1,2,15,16,14,21,11,16,71,3,323
"08/08/2021",2,0.08,2,1,16,18,12,20,10,15.8,72,3.2,323
"08/08/2021",3,0.13,8,1,13,14,12,30,23,15.4,75,3.6,316
"08/08/2021",4,0.16,14,1,13,14,12,26,18,15.3,76,2.5,316
"08/08/2021",5,0.16,5,2,11,14,14,14,13,15,78,2.1,319
"08/08/2021",6,0.19,5,3,17,19,10,21,13,15.1,74,2.5,333
"08/08/2021",7,0.34,4,8,23,30,8,33,14,14.8,75,2.7,347
"08/08/2021",8,0.3,7,14,18,32,13,29,15,15.6,71,2.8,328
"08/08/2021",9,0.37,7,19,17,36,18,45,23,16.7,65,2.1,2
"08/08/2021",10,0.38,8,21,22,43,23,55,33,18.1,59,2.1,350
"08/08/2021",11,0.31,7,11,17,28,33,42,25,19.6,53,2.5,323
"08/08/2021",12,0.3,6,6,16,22,49,45,29,20.5,49,2.1,327
"08/08/2021",13,0.36,4,5,15,21,63,40,25,21.7,43,2.3,356
"08/08/2021",14,0.28,3,5,11,16,63,43,29,22.8,40,2.5,348
